CIC0,SM1_Dz(Z),GATS1i,NDSCH,NdssC,MLOGP,LC50
0.4930595170184445,0.3818516812528789,0.5071315372424722,0,1,0.4614320672411959,3.77
0.28940863281992774,0.26715799170888993,0.18502377179080823,0,0,0.45026066602830095,3.115
0.2772390188248716,0.29387379087977894,0.17234548335974642,0,0,0.45026066602830095,3.531
0.4487545160676935,0.15246430216490098,0.4263074484944533,1,0,0.49909564847324184,3.51
0.2713443620460163,0.3809304467987103,0.1838351822503962,0,0,0.5075007979572295,5.39
0.48583380870887993,0.15246430216490098,0.7056259904912837,0,0,0.381955527183743,1.819
0.4776573493059516,0.0,0.2642630744849445,0,0,0.6198531758697735,3.947
0.4436204601635292,0.0,0.21473851030110933,1,0,0.6101712948185977,3.513
0.37136337706788364,0.2298479963150622,0.2353407290015848,0,0,0.6198531758697735,4.402
0.41205552386385236,0.06172270842929527,0.2194928684627575,0,0,0.4761144802638579,3.021
0.330481080053242,0.06172270842929527,0.1770998415213946,0,0,0.4950526651771465,3.21
0.39189960068454077,0.10271764163979734,0.22068145800316954,0,0,0.4761144802638579,2.371
0.35082715345122645,0.10271764163979734,0.21117274167987324,1,0,0.4950526651771465,3.919
0.41205552386385236,0.06172270842929527,0.33320126782884313,0,0,0.5046281519310566,3.03
0.40920327058376116,0.15246430216490098,0.34667194928684625,0,1,0.4112139589318013,2.736
0.27742916904354437,0.11561492399815754,0.2844690966719493,0,0,0.3220555378231727,2.157
0.41205552386385236,0.06172270842929527,0.36687797147385104,0,0,0.43440791573571663,2.413
0.4462825632249476,0.2579456471672041,0.5487321711568938,0,0,0.2946058091286307,0.898
0.4481840654116752,0.20819898664210043,0.9120443740095088,0,0,0.42461964038727523,0.45
0.4504658680357482,0.18654997696913866,0.3205229793977813,1,0,0.49909564847324184,3.733
0.387906446092413,0.4477199447259328,0.5915213946117274,0,3,0.18246621981061814,2.976
0.4394371553527286,0.5739290649470291,0.28011093502377177,0,1,0.7311416108096607,6.535
0.46472713443620456,0.3371718102257025,0.20879556259904913,0,0,0.739653154590914,5.643
0.5035177790454458,0.10271764163979734,0.22345483359746432,0,0,0.6680497925311204,4.629
0.3884768967484313,0.4283740211883925,0.1299524564183835,0,0,0.5755931482072562,4.838
0.5056094314508461,0.29801934592353757,0.23375594294770205,0,1,0.6379402064049368,4.081
0.5067503327628826,0.06172270842929527,0.35578446909667194,0,0,0.5738908394510055,3.436
0.6139950560943145,0.06172270842929527,0.6291600633914421,0,0,0.5825087775295245,3.45
0.4730937440578056,0.29387379087977894,0.6862123613312203,0,0,0.2071496967762528,1.102
0.34455219623502564,0.4085674804237679,0.22107765451664022,0,0,0.49281838493456753,4.257
0.07758128921848258,0.5347766006448642,0.1858161648177496,0,1,0.30939461644855837,5.386
0.5662673512074538,0.10271764163979734,0.30071315372424723,0,0,0.6086817746568784,3.393
0.4586423274386765,0.19760479041916168,0.688985736925515,0,0,0.2514097244387701,1.308
0.5067503327628826,0.06172270842929527,0.4449286846275752,0,0,0.5453771677838067,3.554
0.3915193002471953,0.22846614463380932,0.3102218700475436,0,1,0.4196191084157889,2.269
0.5447803764974329,0.06172270842929527,0.28288431061806657,0,0,0.6061283115225025,4.165
0.674843126069595,0.10271764163979734,0.3375594294770206,0,0,0.8482817320991597,5.896
0.5586613424605438,0.0,0.29873217115689377,0,0,0.6858176401744867,4.829
0.42802814223236363,0.10271764163979734,0.2171156893819334,3,0,0.5266517714650495,4.59
0.6020155923179312,0.18654997696913866,0.4461172741679873,0,1,0.67837003936589,2.092
0.5708309564555999,0.10271764163979734,0.47662440570522974,0,0,0.5487817852963082,3.665
0.4101540216771249,0.10271764163979734,0.2393026941362916,1,0,0.5304819661666135,3.56
0.2977752424415288,0.2947950253339475,0.2076069730586371,1,0,0.5589956378338121,4.805
0.46320593268682253,0.06172270842929527,0.37559429477020606,0,0,0.46994361102244925,3.174
0.712302719148127,0.2579456471672041,0.3066561014263074,1,2,0.722417278433876,7.899
0.5655067503327629,0.15246430216490098,0.6089540412044374,0,1,0.47334822853495057,2.67
0.45750142612663997,0.319207738369415,0.5764659270998416,0,2,0.39057346526226194,4.016
0.44590226278760214,0.10271764163979734,0.24841521394611724,0,0,0.5401638472177892,3.857
0.5991633390378398,0.319207738369415,0.48771790808240884,2,2,0.5427173103521652,5.522
0.6662863662293212,0.319207738369415,0.5079239302694136,0,2,0.6099585062240666,4.851
0.5831907206693288,0.10271764163979734,0.4175911251980982,2,1,0.5879348866900734,3.84
0.5831907206693288,0.10271764163979734,0.3874801901743265,2,2,0.5879348866900734,4.586
0.27742916904354437,0.45002303086135426,0.14857369255150554,0,0,0.7106075114373871,5.284
0.29454268872409206,0.312759097190235,0.14580031695721077,0,0,0.5511224598361528,3.559
0.4776573493059516,0.0,0.2642630744849445,0,0,0.6198531758697735,4.091
0.37136337706788364,0.2298479963150622,0.2353407290015848,0,0,0.648366847536972,4.33
0.39189960068454077,0.10271764163979734,0.22068145800316954,0,0,0.5046281519310566,3.755
0.27742916904354437,0.3823122984799632,0.19928684627575277,0,0,0.6768805192041707,4.552
0.29454268872409206,0.2680792261630585,0.17551505546751187,0,0,0.5331418235982551,3.62
0.2698231602966343,0.2947950253339475,0.1751188589540412,0,0,0.5331418235982551,4.459
0.41205552386385236,0.06172270842929527,0.2194928684627575,0,0,0.5046281519310566,2.827
0.27742916904354437,0.18654997696913866,0.20641838351822506,4,2,0.35056920949037135,6.38
0.4588324776573493,0.18654997696913866,0.48058637083993666,1,1,0.4790935205872966,4.786
0.18425556189389614,0.2947950253339475,0.5146592709984151,0,0,0.35025002659857435,3.861
0.29511313938011025,0.27821280515891295,0.4520602218700475,0,0,0.5223959995744228,3.262
0.1762692527096406,0.10271764163979734,0.3712361331220285,2,0,0.316842217257155,6.297
0.21886290169233694,0.2298479963150622,0.42472266244057055,1,0,0.4847324183423769,3.546
0.15839513215440196,0.3823122984799632,0.5923137876386688,0,0,0.5001595914458985,2.92
0.16067693477847497,0.2947950253339475,0.5736925515055468,0,0,0.34375997446536866,3.203
0.3599543639475185,0.06172270842929527,0.5396196513470681,0,0,0.34375997446536866,2.283
0.21886290169233694,0.06172270842929527,0.4156101426307448,0,0,0.328332801361847,1.559
0.131583951321544,0.06172270842929527,0.29080824088748014,1,0,0.316842217257155,3.47
0.0,0.2680792261630585,0.38232963549920757,0,0,0.328332801361847,4.748
0.31679026430880397,0.11561492399815754,0.6141045958795562,0,0,0.19480795829343547,2.576
0.2584141471762692,0.10271764163979734,0.4092709984152139,1,0,0.328332801361847,5.259
0.1762692527096406,0.10271764163979734,0.266244057052298,0,0,0.328332801361847,4.564
0.05666476516447992,0.2947950253339475,0.5146592709984151,1,0,0.328332801361847,4.37
0.24415288077581287,0.18654997696913866,0.5871632329635498,0,0,0.19480795829343547,0.053
0.06332002281802623,0.18654997696913866,0.4374009508716324,2,0,0.16789020108522182,2.381
0.16067693477847497,0.15246430216490098,0.48771790808240884,1,0,0.26577295456963507,2.891
0.48526335805286164,0.18654997696913866,0.4790015847860539,0,0,0.381955527183743,1.088
0.5843316219813653,0.06172270842929527,0.46949286846275756,0,0,0.5487817852963082,3.721
0.5708309564555999,0.2238599723629664,0.3874801901743265,0,0,0.656984785615491,3.701
0.5520060848069974,0.6328880700138186,0.7381141045958796,0,0,0.5249494627087988,6.083
1.0,0.06172270842929527,0.5051505546751188,0,0,0.966804979253112,4.628
0.5961209355390757,0.18654997696913866,0.44809825673534065,1,0,0.5056920949037133,3.7
0.40597071686632435,0.10271764163979734,0.4770206022187005,0,1,0.4200446856048516,1.842
0.29948659440958353,0.5048364808843852,0.5986529318541998,0,1,0.0983083306734759,3.396
0.2420612283704126,0.34500230308613544,0.2654516640253566,0,0,0.4655814448345569,2.99
0.27742916904354437,0.18654997696913866,0.5126782884310618,1,1,0.35780402170443665,3.573
0.4588324776573493,0.10271764163979734,0.47028526148969885,0,1,0.4602617299712735,2.271
0.4962920707358814,0.10271764163979734,0.5835974643423137,0,0,0.4756889030747952,2.085
0.4776573493059516,0.0,0.2642630744849445,0,0,0.6198531758697735,3.822
0.39189960068454077,0.10271764163979734,0.22068145800316954,0,0,0.5046281519310566,3.29
0.37136337706788364,0.2298479963150622,0.2353407290015848,0,0,0.648366847536972,3.84
0.29454268872409206,0.2680792261630585,0.17551505546751187,0,0,0.5331418235982551,3.979
0.41205552386385236,0.06172270842929527,0.2194928684627575,0,0,0.5046281519310566,3.47
0.32173416999429544,0.18654997696913866,0.1656101426307448,0,0,0.40185126077242267,3.314
0.36090511504088224,0.319207738369415,0.6303486529318543,0,2,0.31290562825832535,4.031
0.26963301007796153,0.4970059880239521,0.19770206022187004,0,0,0.7391211831045855,4.74
0.302909298345693,0.27821280515891295,0.17432646592709983,0,0,0.6308117884881371,4.194
0.4265069404829816,0.0,0.2393026941362916,0,0,0.5843174805830408,3.447
0.35082715345122645,0.06172270842929527,0.3553882725832012,0,0,0.3968507288009363,2.364
0.302909298345693,0.2298479963150622,0.20245641838351822,0,0,0.6128311522502394,3.645
0.4588324776573493,0.10271764163979734,0.3918383518225039,0,0,0.4339823385466539,2.07
0.4181403308613804,0.10271764163979734,0.3712361331220285,0,1,0.4185551654431323,2.27
0.32686822589845976,0.10271764163979734,0.18264659270998412,0,0,0.4670709649962762,3.513
0.35082715345122645,0.06172270842929527,0.3553882725832012,0,0,0.3968507288009363,2.811
0.5404069214679595,0.3933671119299862,0.42868462757527726,0,0,0.5460155335674008,2.832
0.4398174557900741,0.11561492399815754,0.738906497622821,0,0,0.30013831258644535,1.639
0.35082715345122645,0.06172270842929527,0.3553882725832012,0,0,0.3968507288009363,2.016
0.4398174557900741,0.11561492399815754,0.6192551505546752,0,0,0.30013831258644535,1.651
0.5314698611903403,0.18654997696913866,0.5233755942947703,0,1,0.5260134056814555,4.097
0.39703365658870504,0.18654997696913866,0.4607765451664025,0,1,0.4128098733907863,3.123
0.39703365658870504,0.18654997696913866,0.5736925515055468,0,1,0.4128098733907863,3.231
0.2580338467389237,0.45002303086135426,0.3692551505546751,0,0,0.5838919033939781,5.052
0.3692717246624833,0.27821280515891295,0.4488906497622821,0,0,0.5642089583998298,3.572
0.42042213348545354,0.06172270842929527,0.5103011093502376,0,0,0.39195659112671566,2.436
0.2460543829625404,0.06172270842929527,0.32448494453248816,1,0,0.36514522821576767,2.567
0.3799201369081574,0.11561492399815754,0.5412044374009509,0,0,0.2500265985743164,1.795
0.11104772770488683,0.11561492399815754,0.2892234548335974,0,0,0.22321523566336846,5.072
0.32515687393040493,0.15246430216490098,0.6794770206022188,0,0,0.2500265985743164,2.156
0.3230652215250047,0.18654997696913866,0.875594294770206,0,0,0.29322268326417705,1.037
0.42042213348545354,0.06172270842929527,0.6759112519809826,0,0,0.39195659112671566,1.932
0.2460543829625404,0.06172270842929527,0.3462757527733756,0,0,0.32343866368762636,2.505
0.3413196425175889,0.10271764163979734,0.5043581616481776,0,0,0.35025002659857435,1.524
0.21125689294542688,0.10271764163979734,0.31973058637083995,0,0,0.32343866368762636,3.048
0.5594219433352349,0.3735605711653616,0.3141838351822504,0,0,0.656984785615491,5.115
0.5037079292641187,0.10271764163979734,0.46553090332805064,0,1,0.4978189169060539,2.856
0.2534702414907777,0.319207738369415,0.2900158478605388,2,2,0.2589637195446324,4.366
0.6662863662293212,0.319207738369415,0.5079239302694136,0,2,0.6099585062240666,4.976
0.5037079292641187,0.10271764163979734,0.46553090332805064,0,1,0.4978189169060539,2.94
0.5274767065982126,0.0,0.5035657686212361,0,0,0.6809235025002661,4.538
0.33504468530138803,0.3823122984799632,0.5150554675118858,0,0,0.5838919033939781,3.391
0.4708119414337326,0.06172270842929527,0.49326465927099844,0,0,0.4354718587083733,2.692
0.40597071686632435,0.10271764163979734,0.4770206022187005,1,0,0.4200446856048516,3.825
0.27742916904354437,0.18654997696913866,0.28961965134706813,0,0,0.2827960421321417,3.206
0.3882867465297585,0.15246430216490098,0.6640253565768621,0,0,0.29822321523566336,1.78
0.38676554478037645,0.18654997696913866,0.6366877971473852,0,0,0.29822321523566336,0.533
0.4915383152690625,0.0,0.4045166402535657,0,0,0.6392169379721248,3.299
0.27457691576345317,0.06172270842929527,0.33954041204437396,0,0,0.3566336844345143,2.914
0.26963301007796153,0.2579456471672041,0.8141838351822505,0,0,0.24896265560165975,1.18
0.5122646891043924,0.10271764163979734,0.4124405705229794,1,2,0.5218640280880945,3.168
0.5424985738733599,0.10271764163979734,0.46196513470681455,0,1,0.5333546121927865,3.446
0.4462825632249476,0.2579456471672041,0.6303486529318543,0,1,0.36408128524311095,3.496
0.4780376497432972,0.27821280515891295,0.445324881141046,0,0,0.6394297265666561,4.68
0.5137858908537745,0.06172270842929527,0.48256735340729,0,0,0.4756889030747952,3.252
